Original Sequence;Original Length;Transformed Sequence;Transformed Length
U Db L L Db Rb Rb Fb Db F Db F D Fb Db Bb Db B Rb Db R D R F Bb L B Fb Bb D B Lb Bb L B L Db Bb Bb Db Rb B R B Lb Bb Lb B D L Db F D Fb Db Rb Db R Lb B F Bb Bb Lb Fb L B L R F D Fb Db Rb Db Rb L Rb Lb R Lb B L B Rb Lb R Bb Lb Bb Lb B R Lb Lb R Db Fb Db F D D Rb Fb R Db Rb F Rb Bb L B R Lb Db Lb D L;118;U D' L2 D' R2 F' D' F D' F D F' D' B' D' B R' D' R D R F B' L B F' B' D B L' B' L B L D' B2 D' R' B R B L' B' L' B D L D' F D F' D' R' D' R L' B F B2 L' F' L B L R F D F' D' R' D' R' L R' L' R L' B L B R' L' R B' L' B' L' B R L2 R D' F' D' F D2 R' F' R D' R' F R' B' L B R L' D' L' D L;112
Lb Ub L Db Db Rb Bb D B Rb Rb Db R Bb Db B D L B Lb F Bb L B Fb Lb R F F Rb L F Db Fb R Fb Rb F Lb B F Bb Bb Lb Fb L B L D L B R Bb Lb B Rb Bb Rb Bb R Fb Rb B R F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;88;L' U' L D2 R' B' D B R2 D' R B' D' B D L B L' F B' L B F' L' R F2 R' L F D' F' R F' R' F L' B F B2 L' F' L B L D L B R B' L' B R' B' R' B' R F' R' B R F D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';81
U B R R L D Lb B Fb R R Bb F Bb Db B D Bb Db B Bb F Lb U L Ub Lb Fb Lb B R B R Bb Db Rb Db Lb Db Bb L B L B L B D B B Db Bb Lb Bb Rb Db Rb D D D Rb D R D R Db Bb Db Lb D L B Rb Bb Lb B R Bb L B D Fb Db F B Db Db Fb Db F Db Db Bb Lb Fb Rb F L Fb R F;100;U B R2 L D L' B F' R2 B' F B' D' B D B' D' B B' F L' U L U' L' F' L' B R B R B' D' R' D' L' D' B' L B L B L B D B2 D' B' L' B' R' D' R' D' R' D R D R D' B' D' L' D L B R' B' L' B R B' L B D F' D' F B D2 F' D' F D2 B' L' F' R' F L F' R F;93
Ub Rb Fb Fb D Fb Db F Lb Bb Lb B U B Ub L Rb B B Lb R R Bb Db Rb Db R B Fb Fb D Fb Db F F Lb F L Rb Fb Fb R F Db F R B L B Lb Db Bb R B R Bb Db Rb Rb Fb Rb Fb B F R Bb F R Db Bb L B Lb Db Lb D L D D Bb D D B D Bb Bb D F Db B D B Fb Db;94;U' R' F2 D F' D' F L' B' L' B U B U' L R' B2 L' R2 B' D' R' D' R B F2 D F' D' F2 L' F L R' F2 R F D' F R B L B L' D' B' R B R B' D' R2 F' R' F' B F R B' F R D' B' L B L' D' L' D L D2 B' D2 B D B2 D F D' B D B F' D';84
R Lb F Ub L U Bb Fb Rb U F Ub F Db L D Lb B L B Lb Ub Lb U Bb Lb B Lb Db L D L D L F Db Lb Fb Lb D F Rb Fb Fb R F Db F R Db R D B Rb Bb Rb Db Lb D L Bb L B Lb F R Lb Rb L R F R Lb Rb Fb Rb L Fb D Db Rb Bb Db B D R R Db Fb Db F D D Rb Fb R Db Rb F D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;126;R L' F U' L U B' F' R' U F U' F D' L D L' B L B L' U' L' U B' L' B L' D' L D L D L F D' L' F' L' D F R' F2 R F D' F R D' R D B R' B' R' D' L' D L B' L B L' F R L' R' L R F R L' R' F' R' L F' D D' R' B' D' B D R2 D' F' D' F D2 R' F' R D' R' F D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;120
U Ub L U Bb D Fb Fb Fb Bb Db F B Rb L Db Lb R B Rb D R Bb Lb Fb D D F L L D F Lb Fb Lb Fb Db Lb F L F R B R Fb Rb F Bb Rb Fb Lb Db L F Lb D L Db D Rb Db Bb D B R Rb L L Db Lb Db Lb Lb D L D L D D R L D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;108;U U' L U B' D F B' D' F B R' L D' L' R B R' D R B' L' F' D2 F L2 D F L' F' L' F' D' L' F L F R B R F' R' F B' R' F' L' D' L F L' D L D' D R' D' B' D B R R' L2 D' L' D' L2 D L D L D2 R L D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;98
Rb Fb B R R Bb Fb R U F Rb Rb Bb R Lb Db L D F L Fb B B D Bb Db Bb Bb Rb B R Fb Fb D Fb Db F F Lb F L Rb Lb B B Lb Lb B B L R B L B D B B Db Bb Lb Bb Rb B R Bb Rb Rb Rb D Rb Bb Lb Db L D B;76;R' F' B R2 B' F' R U F R2 B' R L' D' L D F L F' B2 D B' D' B2 R' B R F2 D F' D' F2 L' F L R' L' B2 L2 B2 L R B L B D B2 D' B' L' B' R' B R B' R D R' B' L' D' L D B;64
Lb F Bb L B Fb Rb F D Fb Db F F Db Fb Rb Db R Lb B B B D B D L Bb R Bb Rb B D B Db R B R Fb Lb Fb L D F D Lb Db Db Fb Db F D D L Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Bb Db Lb D L B Bb Bb Bb D Bb Db Bb L B Lb Bb Lb F L B Lb Fb L;92;L' F B' L B F' R' F D F' D' F2 D' F' R' D' R L' B' D B D L B' R B' R' B D B D' R B R F' L' F' L D F D L' D2 F' D' F D2 L D' R' D' R2 D' R2 D2 R D' B' D B B' D' L' D L B B D B' D' B' L B L' B' L' F L B L' F' L;82
Lb Lb Bb D B B Db Bb Lb Db L B Lb Db L Bb Db B Lb R Fb Rb L D F D Fb R D Rb Db Rb Lb D L D D F L L Fb Rb Fb Fb R F Db F R Lb Bb Lb B D L Lb D L Bb L B Lb D F R Fb Rb Db R D F Db Rb Fb D Db D Rb Db Bb D B R Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db D D Bb D D B D Bb Bb D F Db B D B Fb Db;118;L2 B' D B2 D' B' L' D' L B L' D' L B' D' B L' R F' R' L D F D F' R D R' D' R' L' D L D2 F L2 F' R' F2 R F D' F R L' B' L' B D L L' D L B' L B L' D F R F' R' D' R D F D' R' F' D D' D R' D' B' D B R L' U L' D' U' D L2 U D L D' L D L2 U' D' D2 B' D2 B D B2 D F D' B D B F' D';108
Lb Ub L Fb Fb D Bb L B D Rb Db R L D Lb Fb Db F Bb Db B D Bb Db B R Lb Lb Ub Rb L Ub R U L D B L B Lb Db Bb D Lb D L Bb L B Lb Db Fb D F D L F Db Db Db L Db Lb Fb Lb Lb Fb Db F D Lb Lb Lb D Rb Db Bb D B R D B Db Fb D Bb Db F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;104;L' U' L F2 D B' L B D R' D' R L D L' F' D' F B' D' B D B' D' B R L2 U' R' L U' R U L D B L B L' D' B' D L' D L B' L B L' D' F' D F D L F D L D' L' F' L2 F' D' F D L D R' D' B' D B R D B D' F' D B' D' F D' F' R' D R F D F2 R F R' F;94
U Bb F D Bb D B B Fb R R Bb F Fb Db F D R F Rb Fb Db F B D Bb Fb Lb Fb Fb L F D R B R Bb Db Rb F D R Fb Rb Fb Lb F L U L Ub Fb L D L D Lb Lb Db Lb Db Lb D R F D Fb Db Rb D Fb Fb Bb U F B Ub Ub Bb Ub B Ub Bb Fb Ub Ub F U B F Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;120;U B' F D B' D B2 F' R2 B' F F' D' F D R F R' F' D' F B D B' F' L' F2 L F D R B R B' D' R' F D R F' R' F' L' F L U L U' F' L D L D L2 D' L' D' L' D R F D F' D' R' D F2 B' U F B U2 B' U' B U' B' F' U2 F U B F F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;111
Lb F L R R Db F Db Fb B D D Bb D B L Bb Db Lb Db Bb D L Bb F Bb Ub Fb B Ub F U B Rb Fb Rb F D R Lb F L Fb L D Lb Lb Bb Lb F L Fb B L D F R Fb Rb Db R D F Db Rb Fb D D Fb Db Rb D R F D L F F L F Rb Rb Fb Lb F Rb Rb F Lb D Fb Db F B Db Db Fb Db F Db Db Bb;102;L' F L R2 D' F D' F' B D2 B' D B L B' D' L' D' B' D L B' F B' U' F' B U' F U B R' F' R' F D R L' F L F' L D L2 B' L' F L F' B L D F R F' R' D' R D F D' R' F' D2 F' D' R' D R F D L F2 L F R2 F' L' F R2 F L' D F' D' F B D2 F' D' F D2 B';93
U F Db L D Lb D Bb Db B B L Db Lb Db Bb L B L B Lb Ub Lb U Rb D R Bb D B Rb Fb Lb Fb L U L Ub Fb Db Lb F L F B D L Bb Lb Bb D F Db Fb Db Rb D R Db Lb B F Bb Bb Lb Fb L B L Rb Bb Db B D R D Rb Bb Lb B R Bb L B Rb Bb L B R Lb Db Lb D L;94;U F D' L D L' D B' D' B2 L D' L' D' B' L B L B L' U' L' U R' D R B' D B R' F' L' F' L U L U' F' D' L' F L F B D L B' L' B' D F D' F' D' R' D R D' L' B F B2 L' F' L B L R' B' D' B D R D R' B' L' B R B' L B R' B' L B R L' D' L' D L;92
B U Fb B R Db Rb B D Bb F Db Db Fb Bb Bb Fb U F Bb U Fb Ub Bb R F R U R F F Rb Fb Ub Fb R B L B Lb Db Bb F Db Fb R Fb Rb F D Lb D L Bb L B Lb Rb Bb Db B D R Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;100;B U F' B R D' R' B D B' F D2 F' B2 F' U F B' U F' U' B' R F R U R F2 R' F' U' F' R B L B L' D' B' F D' F' R F' R' F D L' D L B' L B L' R' B' D' B D R R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;93
Lb F Lb D Fb Db F Rb Bb Bb Db R Db B D Bb Rb F D Fb R D Rb B L B Lb Ub Lb U Fb Lb Fb L D F Db Lb Db Bb L B L Fb Rb D Fb Rb F R F Db L D Lb Db Fb Db F Rb Bb Db B D R D D Bb D D B D Bb Bb D F Db B D B Fb Db Bb Lb F L B Lb Fb L;90;L' F L' D F' D' F R' B2 D' R D' B D B' R' F D F' R D R' B L B L' U' L' U F' L' F' L D F D' L' D' B' L B L F' R' D F' R' F R F D' L D L' D' F' D' F R' B' D' B D R D2 B' D2 B D B2 D F D' B D B F' D' B' L' F L B L' F' L;86
Lb F Db R Db Rb B Ub B U Rb Bb Fb Rb F Bb Rb B R B Lb D L Fb Lb F L Fb Fb D Fb Db Fb Db L D F Lb Fb Lb Bb Rb Db B Rb Bb R D R Db B B R L Rb B Rb Bb Lb R Bb Bb Bb Bb D Bb Db Bb L B Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;108;L' F D' R D' R' B U' B U R' B' F' R' F B' R' B R B L' D L F' L' F L F2 D F' D' F' D' L D F L' F' L' B' R' D' B R' B' R D R D' B2 R L R' B R' B' L' R D B' D' B' L B L' R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;98
L L R U Fb Ub Bb L L B Bb Db Db B Fb Fb Fb R F Rb Ub Rb U Db B D L D Lb Db Bb Lb Lb Bb Db B L D B Lb Db L Db Fb Lb Fb L D F Lb Bb Lb B D L L F L Bb Lb B Fb Lb Rb Db Rb D D D Rb D R D R D Rb Db Bb D B R Rb Bb Lb B R Bb L B Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;114;L2 R U F' U' B' L2 B B' D2 B F R F R' U' R' U D' B D L D L' D' B' L2 B' D' B L D B L' D' L D' F' L' F' L D F L' B' L' B D L2 F L B' L' B F' L' R' D' R' D' R' D R D R D R' D' B' D B R R' B' L' B R B' L B D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;102
Rb Ub L U Bb D Fb Db F Db R D Rb F Db Fb Rb Db R L Rb Rb L Ub Ub Lb R R Lb Lb Lb Db F D Lb F Db Fb Lb Rb Fb Rb F D R Rb Lb B B Lb Lb B B L R Rb D R Fb R F Rb Rb Bb Db Rb B R B D R D Db L B R Bb Lb B Rb Bb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;108;R' U' L U B' D F' D' F D' R D R' F D' F' R' D' R L R2 L U2 L' R2 L D' F D L' F D' F' L' R' F' R' F D R R' L' B2 L2 B2 L R R' D R F' R F R2 B' D' R' B R B D R D D' L B R B' L' B R' B' R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F;95
L Lb Ub L D F F R Db R Bb Db B Lb Lb U Bb Ub L L Bb L B Bb F Bb Ub Fb B Ub F U B B L B Lb Db Bb Bb Lb D Bb Lb B L B Fb Lb Db L F Lb D L R Db Fb Db F D D Rb Fb R Db Rb F Bb Lb F L B Lb Fb L;76;L L' U' L D F2 R D' R B' D' B L2 U B' U' L2 B' L B B' F B' U' F' B U' F U B2 L B L' D' B2 L' D B' L' B L B F' L' D' L F L' D L R D' F' D' F D2 R' F' R D' R' F B' L' F L B L' F' L;70
Ub Db B Rb Db Db B Fb R U F Rb B Db Db Bb L D Rb Db Lb R Fb D F L D Lb Rb L Bb Lb R Rb B R U R Ub Bb B L B Lb Db Bb Bb Rb Bb L B Lb R B L L L Db Lb Db L L D L D L R F L Fb Rb F Lb Fb R B Fb Bb Rb B R F R R R Bb;86;U' D' B R' D2 B F' R U F R' B D2 B' L D R' D' L' R F' D F L D L' R' L B' L' R R' B R U R U' B' B L B L' D' B2 R' B' L B L' R B L' D' L' D' L2 D L D L R F L F' R' F L' F' R B F' B' R' B R F R' B';78
Bb Lb L Fb Db Lb Db L F Fb D F Rb D R Fb Bb D B B L B Lb Bb Db Bb Db Rb F D R D Rb Fb Rb B R U Rb Rb Rb Ub Bb Db Db Lb D L D B Db Bb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B D R F D Fb Db Rb D Lb U D D Ub Lb Db Lb Ub Ub Db Ub Ub L L D L D Lb Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;130;B' L' L F' D' L' D' L F F' D F R' D R F' B' D B2 L B L' B' D' B' D' R' F D R D R' F' R' B R U R U' B' D2 L' D L D B D' B' D' R' D' R2 D' R2 D2 R D' B' D B D R F D F' D' R' D L' U D2 U' L' D' L' U2 D' U2 L2 D L D L2 R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';114
U Fb B B Bb Ub L U D Bb L L B Db R Fb Rb R Fb R F R R Fb Fb Fb D Fb Db Lb Fb L D B L B Lb Db Bb B Lb Db L D L Bb Lb Bb L L D D D Lb D L L B D Db Rb Bb Db B D R D Lb U D D Ub Lb Db Lb Ub Ub Db Ub Ub L L D L D Lb Lb B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;132;U F' B2 B' U' L U D B' L2 B D' R F' R' R F' R F R2 F D F' D' L' F' L D B L B L' D' B' B L' D' L D L B' L' B' L2 D' L' D L2 B D D' R' B' D' B D R D L' U D2 U' L' D' L' U2 D' U2 L2 D L D L2 B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L' D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;114
B U Fb D L L D Lb Db L F L D Lb D Fb D Fb Db F Rb L Bb R Lb Bb D B R D Rb D R B R Bb Db Rb Db Db L F L Fb Db Lb D F R F Rb Db Fb Db Db F Db Fb R Fb Rb F R F D Fb Db Rb D B R F Rb Bb R Fb Rb D Fb Db F B Db Db Fb Db F Db Db Bb;90;B U F' D L2 D L' D' L F L D L' D F' D F' D' F R' L B' R L' B' D B R D R' D R B R B' D' R' D2 L F L F' D' L' D F R F R' D' F' D2 F D' F' R F' R' F R F D F' D' R' D B R F R' B' R F' R' D F' D' F B D2 F' D' F D2 B';85
Fb Fb D Bb Lb B L U R R Ub Lb Db F Bb Lb B Fb B Fb R Bb F D F Rb Db Fb Db F R Db Db Bb D B Lb D L Bb Db L F L Fb Db Lb Db F D Fb Db Rb Db R Rb Db Rb D D D Rb D R D R Bb Db Lb D L B L Bb R Bb Lb Rb Bb Bb Rb L R B R Bb Bb Rb Rb Lb R Bb Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;122;F2 D B' L' B L U R2 U' L' D' F B' L' B F' B F' R B' F D F R' D' F' D' F R D2 B' D B L' D L B' D' L F L F' D' L' D' F D F' D' R' D' R R' D' R' D' R' D R D R B' D' L' D L B L B' R B' L' R' B2 R' L R B R B2 R2 L' R B' F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;112
Rb Fb Rb B Rb Rb Lb Bb Bb L Bb Bb Db Bb D L B Lb Bb B Lb Db L Bb Db B B U F Ub Rb Fb R R Bb F Fb Db Lb F L F D B Db Bb Db Lb D L Db Db Fb Lb Db F D Fb L F Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Lb Fb Db F D Lb Lb Lb Bb L B Lb Db Lb D L L Db Rb D Lb Db R Db Db Db D D Bb D D B D Bb Bb D F Db B D B Fb Db R B Fb Bb Rb B R F R R R Bb;130;R' F' R' B R2 L' B2 L B2 D' B' D L B L' B' B L' D' L B' D' B2 U F U' R' F' R2 B' F F' D' L' F L F D B D' B' D' L' D L D2 F' L' D' F D F' L F D' R' D' R2 D' R2 D2 R D' B' D B L' F' D' F D L B' L B L' D' L' D L2 D' R' D L' D' R D D2 B' D2 B D B2 D F D' B D B F' D' R B F' B' R' B R F R' B';111
Ub Ub L U Ub R U Fb Db R Db Rb Lb U B Ub Lb Fb Db F Db L F Db Fb Db Lb F L D R B R Bb Db Rb Fb Db Lb F L F Lb F L U L Ub Fb Lb B F Bb Bb Lb Fb L B L D Lb Db Fb D F L D Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db D D Bb D D B D Bb Bb D F Db B D B Fb Db;102;U2 L U U' R U F' D' R D' R' L' U B U' L' F' D' F D' L F D' F' D' L' F L D R B R B' D' R' F' D' L' F L F L' F L U L U' F' L' B F B2 L' F' L B L D L' D' F' D F L D L' U L' D' U' D L2 U D L D' L D L2 U' D' D2 B' D2 B D B2 D F D' B D B F' D';95
L F Lb F L Db R Db Rb Ub Fb U U Rb F U F F R R Ub Fb Rb Ub F R U Lb B D Bb L D Lb Rb L Bb Lb R Bb Db Rb B R B Lb F L Fb L D Lb Bb Rb Bb L B Lb R B D F R Fb Rb Db R D F Db Rb Fb D D B R D Rb Db Bb D D D Bb D D B D Bb Bb D F Db B D B Fb Db Bb Lb F L B Lb Fb L;106;L F L' F L D' R D' R' U' F' U2 R' F U F2 R2 U' F' R' U' F R U L' B D B' L D L' R' L B' L' R B' D' R' B R B L' F L F' L D L' B' R' B' L B L' R B D F R F' R' D' R D F D' R' F' D2 B R D R' D' B' D' B' D2 B D B2 D F D' B D B F' D' B' L' F L B L' F' L;98
U Db B Rb D L L Bb B Db Bb Db L D Lb F R D Rb Fb Db Fb Rb F Bb Db B D B Lb Db L B D L Bb Lb Bb B Rb Bb R Bb Db B Db Fb D F D L F Db Db Db L Db Lb Fb Lb Db Rb Bb Db B D R Lb Fb Db F D L Db R F L Fb Rb F Lb Fb Fb Rb F Lb Fb R F Rb L Rb Rb Rb;94;U D' B R' D L2 B' B D' B' D' L D L' F R D R' F' D' F' R' F B' D' B D B L' D' L B D L B' L' B' B R' B' R B' D' B D' F' D F D L F D L D' L' F' L' D' R' B' D' B D R L' F' D' F D L D' R F L F' R' F L' F2 R' F L' F' R F R' L R;88
Fb Lb Bb B Db Bb F Bb Lb B Fb L Rb Rb L Ub Ub Lb R R Lb Fb Fb D Fb Db F F Lb F L Rb Fb Fb R F Db F R Db Db Lb D L D B Db Bb Fb Rb Db Fb R R F R D F Db Db Bb Bb Bb D Bb Db Bb L B Lb Lb D R Db L D Rb Db R B Fb Bb Rb B R F R R R Bb;90;F' L' B' B D' B' F B' L' B F' L R2 L U2 L' R2 L' F2 D F' D' F2 L' F L R' F2 R F D' F R D2 L' D L D B D' B' F' R' D' F' R2 F R D F D2 B D B' D' B' L B L2 D R D' L D R' D' R B F' B' R' B R F R' B';76
L Bb D D R R Lb F L R D Rb Rb L Bb R Lb D D L Db Lb B Db Bb L R F R U R F F Rb Fb Ub Fb R R B R Bb Db Rb D R Db Rb Fb R Db Db Db Fb Rb Fb Fb Lb Bb Lb F L Fb B L D Bb Rb B Db Bb D R B D Bb Db Lb D L B L B R Bb Lb B Rb Bb R Db R D R D R Db Rb Db R R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;116;L B' D2 R2 L' F L R D R2 L B' R L' D2 L D' L' B D' B' L R F R U R F2 R' F' U' F' R2 B R B' D' R' D R D' R' F' R D F' R' F2 L' B' L' F L F' B L D B' R' B D' B' D R B D B' D' L' D L B L B R B' L' B R' B' R D' R D R D R D' R' D' R2 D' F' R' D R F D F2 R F R' F;103
Bb R Fb F Ub F U Fb Rb D Rb B Fb R R Bb F F Rb Fb Db F R D Fb Db B L D Lb Bb Db Bb Lb B F D R Fb Rb Fb F Db Fb R Fb Rb F Fb Rb Db Fb R R F R D F Db D R F D Fb Db Rb D Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;104;B' R F' F U' F U F' R' D R' B F' R2 B' F2 R' F' D' F R D F' D' B L D L' B' D' B' L' B F D R F' R' F' F D' F' R F' R' F F' R' D' F' R2 F R D F D' D R F D F' D' R' D R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;97
U R U Rb Db Fb B B Fb D F Db B D Bb L Rb Rb L Ub Ub Lb R R Lb Lb Lb Db F D Lb F Db Fb Lb L D F Lb Fb Lb Db Rb Fb R F D R B D D R Db Rb Db Db Bb Db Lb U L D Lb Ub L Db Bb Db Lb D L B Bb Lb F L B Lb Fb L Fb R F Lb Fb Rb F Lb Lb Lb;90;U R U R' D' F' B2 F' D F D' B D B' L R2 L U2 L' R2 L D' F D L' F D' F' L' L D F L' F' L' D' R' F' R F D R B D2 R D' R' D2 B' D' L' U L D L' U' L D' B' D' L' D L B B' L' F L B L' F' L F' R F L' F' R' F L;80
L Fb Fb D Bb Lb B L U R R Ub Lb R D Rb Db Fb Rb F L Db Bb Db B D B Lb D D B L Bb Db Lb Db Bb D L Rb Db Fb Db F D R F Rb Lb B B Lb Lb B B L R Db Db Lb D L D B Db Bb Db Rb Db R D F D Fb Db R F D Fb Db Rb Db B R D Rb Db Bb D Rb Bb L B R Bb Lb B Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;122;L F2 D B' L' B L U R2 U' L' R D R' D' F' R' F L D' B' D' B D B L' D2 B L B' D' L' D' B' D L R' D' F' D' F D R F R' L' B2 L2 B2 L R D2 L' D L D B D' B' D' R' D' R D F D F' D' R F D F' D' R' D' B R D R' D' B' D R' B' L B R B' L' B D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;112
F R Db R D B B B L B Lb D Bb Fb D F Rb D R Fb Db Bb Db Bb Bb D Bb Bb Db Bb Fb B Rb Rb Bb F B D L Bb Lb Bb Bb Db B D R D Rb R R U F Ub Fb Rb F Rb D F R Fb Rb Db R D F Db Rb Fb D D Fb Rb Bb R B F Bb Rb B R;82;F R D' R D B' L B L' D B' F' D F R' D R F' D' B' D' B2 D B2 D' B' F' B R2 B' F B D L B' L' B2 D' B D R D R' R2 U F U' F' R' F R' D F R F' R' D' R D F D' R' F' D2 F' R' B' R B F B' R' B R;74
Lb Lb Bb Rb Rb Fb D F R D Rb Lb D L B D Bb R F R U R F F Rb Fb Ub Fb R Rb Fb Fb R F Db F R R D B Rb Bb Rb B D D R Db Rb Db Db Bb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B D D Rb Db Bb D B R Rb Bb Lb B R Bb L B D D Bb D D B D Bb Bb D F Db B D B Fb Db;100;L2 B' R2 F' D F R D R' L' D L B D B' R F R U R F2 R' F' U' F' R R' F2 R F D' F R2 D B R' B' R' B D2 R D' R' D2 B' D' R' D' R2 D' R2 D2 R D' B' D B D2 R' D' B' D B R R' B' L' B R B' L B D2 B' D2 B D B2 D F D' B D B F' D';86
B D Bb Lb B R Db Rb Fb Rb F B R Bb Rb U B U Bb Rb Ub B L B Lb Ub Lb U Lb Lb U Bb Ub L L Bb L B B B Ub B Ub Lb U L U B B D Bb Db Lb Db L D D R Fb R R Db F F Rb F Rb F R D F D Lb R F Rb L Bb L L D D D Lb D L L B D Bb Bb Bb D Bb Db Bb L B Lb F L B Lb Fb L Bb Lb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;130;B D B' L' B R D' R' F' R' F B R B' R' U B U B' R' U' B L B L' U' L' U L2 U B' U' L2 B' L B' U' B U' L' U L U B2 D B' D' L' D' L D2 R F' R2 D' F2 R' F R' F R D F D L' R F R' L B' L2 D' L' D L2 B D B D B' D' B' L B L' F L B L' F' L B' L' D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';113
B B Db Rb Fb R Db F Fb Fb R F F Lb Db L Fb Db F Rb Fb Fb R F Db F R Rb Lb B B Lb Lb B B L R Lb D L Bb L B Lb Rb D R Fb R F Rb D Bb Db Lb D L B L D B Db Bb Lb Db F F D F Ub D U Fb Db Fb Db Fb D F F F D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;108;B2 D' R' F' R D' F F2 R F2 L' D' L F' D' F R' F2 R F D' F R R' L' B2 L2 B2 L R L' D L B' L B L' R' D R F' R F R' D B' D' L' D L B L D B D' B' L' D' F2 D F U' D U F' D' F' D' F' D F' D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;95
L Lb Ub L Fb Fb Lb F L R Db Rb Bb Db B Ub Bb Rb Bb R U R Bb Lb B Lb Db L D L Fb Lb F L Fb Fb D Fb Db Fb Bb Db Rb B R B Lb F L Fb L D Lb Bb Rb Db B Rb Bb R D R Db B D F R Fb Rb Db R D F Db Rb Fb D Lb Fb Db F D L Db R F L Fb Rb F Lb Fb Fb Rb F Lb Fb R F Rb L Rb Rb Rb;104;L L' U' L F2 L' F L R D' R' B' D' B U' B' R' B' R U R B' L' B L' D' L D L F' L' F L F2 D F' D' F' B' D' R' B R B L' F L F' L D L' B' R' D' B R' B' R D R D' B D F R F' R' D' R D F D' R' F' D L' F' D' F D L D' R F L F' R' F L' F2 R' F L' F' R F R' L R;99
F F R Db Lb Lb B Db Bb Rb Rb R B R Bb D Rb D Rb D R Db Db Bb Bb D D Bb Bb D D Bb Bb Fb Fb D D Fb Fb D D F F Rb D R Fb R F Rb Lb B F Bb Bb Lb Fb L B L Lb Fb Db F D Lb Lb Lb Bb Lb F L B Lb Fb L;76;F2 R D' L2 B D' B' R2 R B R B' D R' D R' D R D2 B2 D2 B2 D2 B2 F2 D2 F2 D2 F2 R' D R F' R F R' L' B F B2 L' F' L B L L' F' D' F D L B' L' F L B L' F' L;59
